score,item_id,media_id,item_title,item_date,item_creator,item_url,pdf_url,local_pdf,text_path,page_index,candidate_text_from_extraction_not_final,context_before,context_after,categories,matched_terms,extraction_quality_proxy,clearance_status,verification_status,attribution_mode
126,633,1189,"November 27, 1936","November 27, 1936",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/633,https://collections.uwindsor.ca/files/original/8afcf96e8ebc310f3a73624f7bcc0fb15b1e59b4.pdf,pdf_cache/item_633_november-27-1936.pdf,extracted_text_all/item_633_november-27-1936.txt,1,"*4 Hichael Chekhov hovember 27, 1936 RHYTHE — 3BBGINMNINC, END THE WHOLE | STYLEL ComPOsITION OF THE PLAY Ibseen Anton Chekhoy EBrand RHYTHMH — BEGINNING, XIDDLE, END : Every rhythmical movement consists of a beginning, a middle part, and an end in each case. When we have a feel— ing for the beginning, the middle, and the end, we will be sble to feel the whole movement,.",,"When we start at the begin— ning, we must feel the middle and the end., wWwhoen we are in the middle, we must feel the past and the future; and when we are at the end, we must feel the middle and the beginning. when you have finished and are out of this pattern, then you have the fedling of the whole which has happensd.",actor_struggle;daily_inspiration;directing_academic_footnote,beginning;composition;end;middle;play;whole;will,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
126,754,1333,"October 2, 1937","October 2, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/754,https://collections.uwindsor.ca/files/original/6b9ebbfe21dcbec1bbf3b0c5d43433f53b1b4232.pdf,pdf_cache/item_754_october-2-1937.pdf,extracted_text_all/item_754_october-2-1937.txt,6,"He does not hide his feelings. rRho face of the characters, the make—up, must be composed under the inspiration of the psychological gesture. If the beginning is right then the whole scene will",Something of the lion in in him.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;feelings;gesture;inspiration;psychological gesture;scene;whole;will,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,647,1203,"December 12, 1936","December 12, 1936",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/647,https://collections.uwindsor.ca/files/original/afee452e619b62a64ca17ce27829b2cd9e221584.pdf,pdf_cache/item_647_december-12-1936.pdf,extracted_text_all/item_647_december-12-1936.txt,1,"Inr@gine that the curtain has come down @and try to think of the whole play. This gives us a special kind of ""spectacles"" through which we are able to find the main feeling, the main sction of the play. #From the end to the beginning, try to remember 211 the things we have spoken about.","@icha@el Chekhov December 12, 1936 FLYING GYVszsR THE PLAY — @WEN THE I1$ Luwn RADIATION FLYING OVER THHZ PLAY — #HEN THZ CURTAIN I3 The SGolden Steed: Fly ‘aover the play in retrospect — beginning from the last moment of the play and working backwards.",First the crowd as the hero of the play.,actor_struggle;daily_inspiration;directing_academic_footnote,beginning;end;feeling;play;whole,0.880,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,815,1406,"February 1, 1938 (afternoon)","February 1, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/815,https://collections.uwindsor.ca/files/original/1e39fc23492a00fca32d6888f76f2727f7ee8243.pdf,pdf_cache/item_815_february-1-1938-afternoon.pdf,extracted_text_all/item_815_february-1-1938-afternoon.txt,7,"Do the same thing only in your imagination from begilming to end, but your imagination must be on tho ground of the style this time. The whole play will be successful only if wé got this fooling - half exclamationo. half words, small and big explosions. sparkly. and not long sentences.","Again, I want to see the style or the ""butterfly"" and truthful psychology, and no humor at all.","You see how badly you need the method, and how little you have the (ability to wanago it.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,end;imagination;play;style;whole;will,0.886,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,8,"If an actor . . . \ . has a feeling of rhythm, these three pictures may some for him the whole world - not only from the beginning to the end. but from the end to the aeginning.","Chekhov February 25, 1938 The gesture through three rictures.","As an actor I know how I have to sit on Lear's throne in the beginning, because I anticipate the end.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;rhythm;whole,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,8,"If an actor . . . \ . has a feeling of rhythm, these three pictures may some for him the whole world - not only from the beginning to the end. but from the end to the aeginning. As an actor I know how I have to sit on Lear's throne in the beginning, because I anticipate the end.","Chekhov February 25, 1938 The gesture through three rictures.",This is the rhythmical secret of the theatre - I have to act from the end to the beginning.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;rhythm;whole,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,8,This is the rhythmical secret of the theatre - I have to act from the end to the beginning. This can be awakened only by a feeling of rhythm. when the future is the past. and the pre— sent time is everywhere.,"As an actor I know how I have to sit on Lear's throne in the beginning, because I anticipate the end.",It is absolutely concrete and nothing to do with the intellect.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;feeling;future;rhythm;theatre,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,852,1459,"March 11, 1938 (afternoon)","March 11, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/852,https://collections.uwindsor.ca/files/original/de6d5ac14dd4a0b44e5388ab23cb777d7834a9b2.pdf,pdf_cache/item_852_march-11-1938-afternoon.pdf,extracted_text_all/item_852_march-11-1938-afternoon.txt,1,"Iszeoting scena with ""Soy"" as Chairman: _In this speech. first of all we must E06 this clever ""machine—gun"" person, without any idea. of heart - a. clever. sly machine. Secondly. i? must be at the same time the style of the whole play - threatening.","Therefore, we must‘sPond a lot of time getting, more and more of the style into us and using it for speaking. for moving. for everything.",If the form breaks it will do much harm.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;play;speech;style;whole,0.878,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,680,1259,"March 16, 1937 (afternoon)","March 16, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/680,https://collections.uwindsor.ca/files/original/94450b2ff459e4301f61eb3f0162a520266af770.pdf,pdf_cache/item_680_march-16-1937-afternoon.pdf,extracted_text_all/item_680_march-16-1937-afternoon.txt,20,"The beginning and the end are. in a certain way. always opposite to each other. if you will repeat the beginning and the end. nothing will have happened. lhe audience needs to start with something and to end with something opposite, and this is what the two figures of the beggars lack, and perhaps this Imakes their being on the stage groundless. Joan of Age: Let us remember the psychological gesture exercises - they were so strong and so impressive, but in perfornance it was very weak. it is again another form of losinb the gram The director gave a beautiful ground, but did not carry it through.",The director must find something to ¢ive them a metamorphosis - a development for the beginning and the end.,"This often happens - it is in the actor's nature to forgot everything that he has understood the day before. it is the period when everything is disay;earin5 into the subconscious region, and the actor is not really able to do an‘-",actor_struggle;directing_academic_footnote;method_terms,audience;beginning;director;end;form;gesture;psychological gesture;weak;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,873,1480,"May 10, 1938 (afternoon)","May 10, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/873,https://collections.uwindsor.ca/files/original/7deedba3c73650ce7d5bcc86221bcf51fac9f964.pdf,pdf_cache/item_873_may-10-1938-afternoon.pdf,extracted_text_all/item_873_may-10-1938-afternoon.txt,9,Justification and fooling\of truth is required to be there in everything. he must go through this torture. otherwise we_will always rely upon the director. and this in not oesoiblo because the director can give direction only if the actors are able to give him enough material; The second point to remember is that you must get accustomed to the method absolutely. otherwise we cannot even prepare the play. ;We have to so through this torture and understand once and for all what it means to justify. ihero is no other way to make it easier. The first rough mistake must be justified as feel has done.,"You can be as free as you like, but it must be justified each time; never movo~ ment in general; this is never allowed.","After he has justified his first rough movements, he must try again and he will be able to justify things which are finer and more subtle. then still more subtle things will be Justified. if you hope to justify everything at once it will not be possible.",actor_struggle;daily_inspiration;directing_academic_footnote,cannot;direction;director;first;mistake;play;truth;will,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
125,633,1189,"November 27, 1936","November 27, 1936",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/633,https://collections.uwindsor.ca/files/original/8afcf96e8ebc310f3a73624f7bcc0fb15b1e59b4.pdf,pdf_cache/item_633_november-27-1936.pdf,extracted_text_all/item_633_november-27-1936.txt,1,"When we have a feel— ing for the beginning, the middle, and the end, we will be sble to feel the whole movement,.","*4 Hichael Chekhov hovember 27, 1936 RHYTHE — 3BBGINMNINC, END THE WHOLE | STYLEL ComPOsITION OF THE PLAY Ibseen Anton Chekhoy EBrand RHYTHMH — BEGINNING, XIDDLE, END : Every rhythmical movement consists of a beginning, a middle part, and an end in each case.","When we start at the begin— ning, we must feel the middle and the end., wWwhoen we are in the middle, we must feel the past and the future; and when we are at the end, we must feel the middle and the beginning. when you have finished and are out of this pattern, then you have the fedling of the whole which has happensd.",actor_struggle;daily_inspiration;directing_academic_footnote,beginning;end;middle;whole;will,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,834,1441,"February 22, 1938 (morning)","February 22, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/834,https://collections.uwindsor.ca/files/original/c68aa087d62c9fd3ff9c573dd6d522ecd946aa89.pdf,pdf_cache/item_834_february-22-1938-morning.pdf,extracted_text_all/item_834_february-22-1938-morning.txt,1,"The first case is an intellectual one. and the second case is an artistic one: and the whole difference lies not in words of the director. but in the reception of the actor. when the actor receives the directions and instructions with inner action, it is quite different. and the director is able to describe things which will never be turned into dry in— tellectunl content.","But if the director gives some suggestions, and if he really appeals to the imagination. it is quite differ— ent.","If these things are taken by the aeans of imagination. it nnkes n zreat difference and we are in n diff— ‘ Grant world - it tecocea Daycholoqicol. ﬁlease do not forget this, because these two things are so clots together that the danger is too great.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,action;director;first;intellectual;whole;will,0.885,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,3,"It is more in the nature of a meter. The beginning. in the sense that it is the first period of the whole process; the middle part, the middle period of the process; and the end, the last period of the process.",We must get accustomed to distinguishing the three parts - the beginning — the transition - the end. as if it is one family in three parts. what we call the beginning we must call the first part of the rhythmical whole. because the beginning in the sense of starting point. is something different.,Imagine it is like this: \W/ -m or em. a. rim Still there are three parts.,daily_inspiration;directing_academic_footnote,beginning;end;first;middle;whole,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,3,"The beginning. in the sense that it is the first period of the whole process; the middle part, the middle period of the process; and the end, the last period of the process.",It is more in the nature of a meter.,Imagine it is like this: \W/ -m or em. a. rim Still there are three parts.,daily_inspiration;directing_academic_footnote,beginning;end;first;middle;whole,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,1029,1661,"February 5, 1940","February 5, 1940",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1029,https://collections.uwindsor.ca/files/original/dc267173960cebfac8e5ba52409dc0155103b21d.pdf,pdf_cache/item_1029_february-5-1940.pdf,extracted_text_all/item_1029_february-5-1940.txt,6,"But actors have no right to be powerful in the brain end weak everywhere 93,230. We cannot act with our head at all - only with cur being. and the head muot be the appendii. of our whole being and only the face. which is very subtle - not anatomical and psychological - will reflect our life and inner activity which coneo from the whole being first and then ie nbrrorcd.‘ Therefore. it io so ugly when the actor begine to make races inetead of ueing hie own body.",This powerful thing has a little appendix which ie our whole being - therefore. it leeko like a cripple.,Only when the actor-in able to yeur Everything] into hievheie being. then the face becomea beautiful of iteelf.,actor_struggle;daily_inspiration;directing_academic_footnote,body;cannot;end;first;life;weak;whole;will,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,933,1558,"January 30, 1939","January 30, 1939",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/933,https://collections.uwindsor.ca/files/original/1b5d395dcacc5b94e22c42d9b4048a2847e0b734.pdf,pdf_cache/item_933_january-30-1939.pdf,extracted_text_all/item_933_january-30-1939.txt,2,"Bo pedontic about it at first. then it will come as a netuml thing — Hg; and 3113. _ What does this menu? Before you start to imagine your scene, you have to ask, ""what aml going to seen my imagination?"" You must as}: yourself what you are [going to see for your characterization - his body, or his inner life or certain movements or speech, how the scene develops. what the tempo oi‘ tho scene can suggost - if the tempo is slow. it is one psychological picture and if it is quick. it is quite anothor.","The will power is the first effort you must make, and the will must have an aim.",The tempo gives an obsolutely different life.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;characterization;first;imagination;life;scene;speech;tempo;will,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,678,1257,"March 12, 1937","March 12, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/678,https://collections.uwindsor.ca/files/original/637e2c81692e595e4a4c8b419f81591f997c4ae4.pdf,pdf_cache/item_678_march-12-1937.pdf,extracted_text_all/item_678_march-12-1937.txt,4,"Speak the word in the quality of the object. for instance, heavy, light, cold, *ake the quality and transform it into the movement, the word - you must do this by the feeling of the whole space, the whole group, the wholu action. when you are tired from this wogk you must make an effort and you will reach another level, and on this other level are beautiful things. Low let everyone join the group on the Stage and pass various objects frpm one to the other. increasing the tempo with a feeling of ensemble, reaching a climax and then slowing down thzough the feeling 3f ensemble.","1937 Then take other objects and give them to each other, being aware of the quality'of thd object.","Then for one moment realize the whgln - one stage, one family. one group, one dialogue - the wholo.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,action;climax;cold;ensemble;feeling;group;quality;tempo;whole;will,0.883,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,680,1259,"March 16, 1937 (afternoon)","March 16, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/680,https://collections.uwindsor.ca/files/original/94450b2ff459e4301f61eb3f0162a520266af770.pdf,pdf_cache/item_680_march-16-1937-afternoon.pdf,extracted_text_all/item_680_march-16-1937-afternoon.txt,12,"Chekhov ﬂarch 16, 1937 yet be n in m snirit, because that will be a prophecy for the future. {his image of an empty king's body will never disappear from the mind of the audience. uhcn i must make the metamorphosis to hear my soul and be king. without the smallest sign of being king in my body. 1 must not only know the end of my part, I must act the beginning period. showing the end in an opposite direction.",1.,"This was lacking in Paul's appearance, but this is the question of a very fine composition in the soul of the actor. and the director's task in to combine the elements of the beginning. sn that they will be absolutely opposite to the end. iho psychological gesture of the and must be done. as well as the psychological gesture of the beginning. let us take another case. when Beatrice. as Jew} has received the inupiration. lho young actor in not alw",actor_struggle;daily_inspiration;directing_academic_footnote,audience;beginning;body;direction;end;future;soul;will,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,699,1278,"May 4, 1937","May 4, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/699,https://collections.uwindsor.ca/files/original/14ec99b98b77cabfa63b47e84ef62234cf3a37db.pdf,pdf_cache/item_699_may-4-1937.pdf,extracted_text_all/item_699_may-4-1937.txt,2,"You must also keep in mind that the beginning and the end of a thing are entirely different, For example, cralon must enter absolutely freshly, because at the end he lies dead. lhe director can develop the whole thing if he knows the line and the development. Through a technical rehearsal you must find these themes, and from this you will gradually find the nuances.","Each immovable moment on the part of his cast must be considered by the director to be a pause, therefore, the di— rector must know what his actors are doing. lhis mmkes the question of the mise en scare very difficult.","In giving & psychological objective this objective can color and affect all your actions. wor instance, the objective of Tralon is to bring in air, therefore, everything he does will have this quality.",actor_struggle;daily_inspiration;directing_academic_footnote,beginning;dead;director;end;rehearsal;whole;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
124,1075,1706,"November 24, 1941: Michael Chekhov's sixth class for professional actors: The creative process -- The inspiration -- The method","November 24, 1941",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1075,https://collections.uwindsor.ca/files/original/08f95e8a833eb7b3958cb11238ab06cc63364865.pdf,pdf_cache/item_1075_november-24-1941-michael-chekhov-s-sixth-class-for-professional-actors-the-creative-proces.pdf,extracted_text_all/item_1075_november-24-1941-michael-chekhov-s-sixth-class-for-professional-actors-the-creative-proces.txt,2,"THE METHOD: when we look upon this point which we call the creative process and tho inspiration. it is. of coursenour last and only aim, and we must look upon this point as though it were the center. and on tho periphery there are so many doors through which’ we had to look. By looking through these doors at the moment of inspiration, what will we go-ﬁftho end? we will get only the method. when we speak about the atmosphere, it is one of the doors which we can open and see there is the creative process. and there is the spark of inspiration.",Because if we deny the mothod. win cannot assume it. and if we do not know it exists. we cannot assume it either.,"We open another door, which may be the fooling of 0350 perhaps. than the door of the imagination - all the points of our Method are theao doors.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;center;creative;end;inspiration;moment;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,594,1150,"October 5, 1936: Opening Day -- Chekhov Theatre Studio",05-Oct-36,primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/594,https://collections.uwindsor.ca/files/original/e3e46b981d41a5642ca0a71044f4be1f252922fb.pdf,pdf_cache/item_594_october-5-1936-opening-day-chekhov-theatre-studio.pdf,extracted_text_all/item_594_october-5-1936-opening-day-chekhov-theatre-studio.txt,1,"Chekhov COctober 5, 1936 CPENING DAY — CHEKHOY THEATRE STVDIO Dartington Hall, Totnes, Devon, ingland First THE ACTOR—ARTIST CONCENTRATION THE ACTOR®S MARCH THE ACTOR—ARTIST: It is very important that during the lessons you must be very active at all times. Your figure body must be beau— tiful during the whole lesson.",,"In whatever you are doing, you must feel yourself full of power, full of energy, and never allow yourself to be a bit weaker or use the chairs to help you.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;concentration;first;theatre;whole,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,1077,1708,"December 1, 1941: Michael Chekhov's eighth class for professional actors: The role of the director","December 1, 1941",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1077,https://collections.uwindsor.ca/files/original/9581e17a7a3a183d104d790c4db9c387d28fe2a8.pdf,pdf_cache/item_1077_december-1-1941-michael-chekhov-s-eighth-class-for-professional-actors-the-role-of-the-dir.pdf,extracted_text_all/item_1077_december-1-1941-michael-chekhov-s-eighth-class-for-professional-actors-the-role-of-the-dir.txt,4,"When the actor cannot find his feelings — for instance, tender love for a child - if he tells the director that ho has never had a child. the director can answer him that everyone can give the quality of tenderness and love to his actions. Simultaneously we tako the action of moving the chair with the quality of ""care?.","Secondly. the simple action, and the simple quality will appeal to our utmost inner life, as wo are not touching our feelings first. we are not tearing our soul to pieces to find our feclings,iwhich cannot be found in that way.","Neither is the result. they are only the springboard for awakening the two main.things Which actors must always use to the fullest extent — our will. or action, and our feelings.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,action;cannot;director;feelings;love;quality,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,797,1376,"December 11, 1937","December 11, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/797,https://collections.uwindsor.ca/files/original/b07d7e67c15afa42f355e3bcb11d3475d79bb80a.pdf,pdf_cache/item_797_december-11-1937.pdf,extracted_text_all/item_797_december-11-1937.txt,1,"It means that the will rises and fills the whole being with a certain desire. This desire is led by a certain picture, which is the anticipation of the fulfillment of the objective — as a last moment or a series of moments; it depends on the actor or the nature of the objective; This describes the objective in general, but we know that in exercising the objective from the very beginning, we speak of it as ""I want"" or ""I wish"" - bx the condition €§i§3. what does this mean?",OBJECTIVE WITH CONDITIONS: What does the objective really mean for an actor?,This is the main point.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;desire;moment;moments;objective;whole;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,1078,2033,"December 5, 1941: Michael Chekhov's ninth class for professional actors: The psychological gesture","December 5, 1941",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1078,https://collections.uwindsor.ca/files/original/37bb0f43cbbdbb4c610c4e87f0c108d2afed3fa7.pdf,pdf_cache/item_1078_december-5-1941-michael-chekhov-s-ninth-class-for-professional-actors-the-psychological-ge.pdf,extracted_text_all/item_1078_december-5-1941-michael-chekhov-s-ninth-class-for-professional-actors-the-psychological-ge.txt,4,"oR pe Ke Chekhov December 5, 1941 an absolutely free field for expressing this, and there is an endless variety of gestures, We can take radiation as another point. I can ""radiate my admiration™ in any number of waya, We can take any point of the kethod and turn it into a — While rehearsing, we must turn it into a physical gesture, using our whole body.",,What for?,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;free;gesture;radiation;rehearsing;whole,0.881,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,670,1229,"February 22, 1937","February 22, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/670,https://collections.uwindsor.ca/files/original/9fd22e7107fe9c212a73ebd11e38108f3f116e47.pdf,pdf_cache/item_670_february-22-1937.pdf,extracted_text_all/item_670_february-22-1937.txt,2,Keep and develop the ability to be concentrated absolutely from the beginning to the end of the rehearsal. It will be tiring at first. but then you will find that without concentration you will be much more tired.,CONCENTRATION: The Golden Stgeg: The power of concentration will help us in our next step. which is improvisation.,,actor_struggle;directing_academic_footnote;method_terms,ability;beginning;concentration;end;first;rehearsal;will,0.893,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,1,"Michael Chekhov February 25, 1938 RHYTHM \ RHYTHMICAL EVENTS BEGINNING AND END —- FEELING OF THE ”HOLE BRIDGES AND TRANSITION P THIGICAL COIv‘POSITION PERFORI-‘ANCE AFTER CURTAIN IS DOWN King Lear Leo Tolstoy RI'IYTHHI Riﬂl'l‘llf .1 CAL EVE-ITS I I have noticed with some of our etudents that the feeling of the beginning and the end, which is at the same time the feeling of the whole. was done sometimes intellectually.",,The illusion of the whole is there but the real experience of the whole - the beginning and the end - is not.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;end;events;feeling;rhythm;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
123,839,1446,"February 28, 1938","February 28, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/839,https://collections.uwindsor.ca/files/original/efb826e423e2e196494db41ab155c3144992aa48.pdf,pdf_cache/item_839_february-28-1938.pdf,extracted_text_all/item_839_february-28-1938.txt,1,"Radiation - this power of conquering the Space - must be a spiritual thi Q. lover depend upon your body or your voice, because they are too weak. iho Spiritual motivation must be there. If we do the psychological gosturo without this inLer spiritual 90 r. it is nothh ;ho psychological gesture is a lever for the actor‘s whole being.",16L!,Each slight movement from radiation and inner power must be like an event. ﬂithout any touoion. isychological tension is the sane as physical tension — it stops you.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;gesture;psychological gesture;radiation;voice;weak;whole,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
