item_id,media_id,title,date,status,pages,chars,pdf_path,text_path,candidate_count_so_far
684,1263,"March 19, 1937: Advice for directors","March 19, 1937",ok,3,2230,pdf_cache/item_684_march-19-1937-advice-for-directors.pdf,extracted_text_all/item_684_march-19-1937-advice-for-directors.txt,9461
685,1264,"March 24, 1937","March 24, 1937",ok,1,591,pdf_cache/item_685_march-24-1937.pdf,extracted_text_all/item_685_march-24-1937.txt,9461
686,1265,"March 25, 1937","March 25, 1937",ok,2,1097,pdf_cache/item_686_march-25-1937.pdf,extracted_text_all/item_686_march-25-1937.txt,9461
687,1266,"March 25, 1937","March 25, 1937",ok,1,434,pdf_cache/item_687_march-25-1937.pdf,extracted_text_all/item_687_march-25-1937.txt,9461
688,1267,"March 26, 1937","March 28, 1937",ok,10,9610,pdf_cache/item_688_march-26-1937.pdf,extracted_text_all/item_688_march-26-1937.txt,9466
689,1268,"March 29, 1937","March 29, 1937",ok,2,1220,pdf_cache/item_689_march-29-1937.pdf,extracted_text_all/item_689_march-29-1937.txt,9466
690,1269,"March 30, 1937","March 30, 1937",ok,1,831,pdf_cache/item_690_march-30-1937.pdf,extracted_text_all/item_690_march-30-1937.txt,9469
691,1270,"March 31, 1937","March 31, 1937",ok,8,8090,pdf_cache/item_691_march-31-1937.pdf,extracted_text_all/item_691_march-31-1937.txt,9475
692,1271,"April 1, 1937","April 1, 1937",ok,3,2780,pdf_cache/item_692_april-1-1937.pdf,extracted_text_all/item_692_april-1-1937.txt,9477
693,1272,"April 2, 1937","April 2, 1937",ok,14,13903,pdf_cache/item_693_april-2-1937.pdf,extracted_text_all/item_693_april-2-1937.txt,9481
694,1273,"April 26, 1937","April 26, 1937",ok,12,11448,pdf_cache/item_694_april-26-1937.pdf,extracted_text_all/item_694_april-26-1937.txt,9487
695,1274,"April 27, 1937","April 27, 1937",ok,12,11579,pdf_cache/item_695_april-27-1937.pdf,extracted_text_all/item_695_april-27-1937.txt,9490
696,1275,"April 28, 1937","April 28, 1937",ok,9,9025,pdf_cache/item_696_april-28-1937.pdf,extracted_text_all/item_696_april-28-1937.txt,9493
697,1276,"May 1, 1937","May 1, 1937",ok,7,7603,pdf_cache/item_697_may-1-1937.pdf,extracted_text_all/item_697_may-1-1937.txt,9502
698,1277,"May 2, 1937","May 2, 1937",ok,3,2340,pdf_cache/item_698_may-2-1937.pdf,extracted_text_all/item_698_may-2-1937.txt,9502
699,1278,"May 4, 1937","May 4, 1937",ok,6,8496,pdf_cache/item_699_may-4-1937.pdf,extracted_text_all/item_699_may-4-1937.txt,9575
700,1279,"May 6, 1937","May 6, 1937",ok,8,10441,pdf_cache/item_700_may-6-1937.pdf,extracted_text_all/item_700_may-6-1937.txt,9689
701,1280,"May 11, 1937","May 11, 1937",ok,3,4185,pdf_cache/item_701_may-11-1937.pdf,extracted_text_all/item_701_may-11-1937.txt,9735
702,1281,"May 17, 1937","May 17, 1937",ok,3,3952,pdf_cache/item_702_may-17-1937.pdf,extracted_text_all/item_702_may-17-1937.txt,9788
703,1282,"May 18, 1937","May 18, 1937",ok,3,3214,pdf_cache/item_703_may-18-1937.pdf,extracted_text_all/item_703_may-18-1937.txt,9788
704,1283,"May 19, 1937","May 19, 1937",ok,2,1554,pdf_cache/item_704_may-19-1937.pdf,extracted_text_all/item_704_may-19-1937.txt,9788
705,1284,"May 20, 1937","May 20, 1937",ok,7,6411,pdf_cache/item_705_may-20-1937.pdf,extracted_text_all/item_705_may-20-1937.txt,9788
706,1285,"May 26, 1937","May 26, 1937",ok,3,2478,pdf_cache/item_706_may-26-1937.pdf,extracted_text_all/item_706_may-26-1937.txt,9788
707,1286,"May 28, 1937","May 28, 1937",ok,4,4049,pdf_cache/item_707_may-28-1937.pdf,extracted_text_all/item_707_may-28-1937.txt,9788
708,1287,"May 31, 1937","May 31, 1937",ok,1,582,pdf_cache/item_708_may-31-1937.pdf,extracted_text_all/item_708_may-31-1937.txt,9788
709,1288,"June 1, 1937","June 1, 1937",ok,5,5156,pdf_cache/item_709_june-1-1937.pdf,extracted_text_all/item_709_june-1-1937.txt,9791
710,1289,"June 3, 1937","June 3, 1937",ok,12,11886,pdf_cache/item_710_june-3-1937.pdf,extracted_text_all/item_710_june-3-1937.txt,9794
711,1290,"June 3, 1937 (afternoon)","June 3, 1937",ok,4,3145,pdf_cache/item_711_june-3-1937-afternoon.pdf,extracted_text_all/item_711_june-3-1937-afternoon.txt,9797
712,1291,"June 5, 1937","June 5, 1937",ok,6,6068,pdf_cache/item_712_june-5-1937.pdf,extracted_text_all/item_712_june-5-1937.txt,9800
713,1292,"June 7, 1937","June 7, 1937",ok,1,666,pdf_cache/item_713_june-7-1937.pdf,extracted_text_all/item_713_june-7-1937.txt,9800
714,1293,"June 8, 1937","June 8, 1937",ok,2,1954,pdf_cache/item_714_june-8-1937.pdf,extracted_text_all/item_714_june-8-1937.txt,9800
715,1294,"June 9, 1937","June 9, 1937",ok,2,1292,pdf_cache/item_715_june-9-1937.pdf,extracted_text_all/item_715_june-9-1937.txt,9800
716,1295,"June 10, 1937","June 10, 1937",ok,5,4309,pdf_cache/item_716_june-10-1937.pdf,extracted_text_all/item_716_june-10-1937.txt,9800
717,1296,"June 11, 1937","June 11, 1937",ok,6,5880,pdf_cache/item_717_june-11-1937.pdf,extracted_text_all/item_717_june-11-1937.txt,9806
718,1297,"June 12, 1937","June 12, 1937",ok,3,2123,pdf_cache/item_718_june-12-1937.pdf,extracted_text_all/item_718_june-12-1937.txt,9806
719,1298,"June 14, 1937","June 14, 1937",ok,6,5419,pdf_cache/item_719_june-14-1937.pdf,extracted_text_all/item_719_june-14-1937.txt,9806
720,1299,"June 15, 1937","June 15, 1937",ok,7,9292,pdf_cache/item_720_june-15-1937.pdf,extracted_text_all/item_720_june-15-1937.txt,9893
721,1300,"June 16, 1937","June 16, 1937",ok,6,8223,pdf_cache/item_721_june-16-1937.pdf,extracted_text_all/item_721_june-16-1937.txt,9969
722,1301,"June 17, 1937","June 17, 1937",ok,2,2535,pdf_cache/item_722_june-17-1937.pdf,extracted_text_all/item_722_june-17-1937.txt,9988
723,1302,"June 18, 1937","June 18, 1937",ok,5,6065,pdf_cache/item_723_june-18-1937.pdf,extracted_text_all/item_723_june-18-1937.txt,10036
724,1303,"June 21, 1937","June 21, 1937",ok,1,906,pdf_cache/item_724_june-21-1937.pdf,extracted_text_all/item_724_june-21-1937.txt,10046
725,1304,"June 22, 1937","June 22, 1937",ok,5,5906,pdf_cache/item_725_june-22-1937.pdf,extracted_text_all/item_725_june-22-1937.txt,10092
726,1305,"June 23, 1937","June 23, 1937",ok,9,11372,pdf_cache/item_726_june-23-1937.pdf,extracted_text_all/item_726_june-23-1937.txt,10203
727,1306,"June 24, 1937","June 24, 1937",ok,3,2945,pdf_cache/item_727_june-24-1937.pdf,extracted_text_all/item_727_june-24-1937.txt,10249
728,1307,"June 25, 1937","June 25, 1937",ok,4,5390,pdf_cache/item_728_june-25-1937.pdf,extracted_text_all/item_728_june-25-1937.txt,10315
729,1308,"June 26, 1937","June 26, 1937",ok,2,2711,pdf_cache/item_729_june-26-1937.pdf,extracted_text_all/item_729_june-26-1937.txt,10350
730,1309,"June 28, 1937","June 28, 1937",ok,3,3332,pdf_cache/item_730_june-28-1937.pdf,extracted_text_all/item_730_june-28-1937.txt,10397
731,1310,"June 28, 1937 (afternoon)","June 28, 1937",ok,8,10607,pdf_cache/item_731_june-28-1937-afternoon.pdf,extracted_text_all/item_731_june-28-1937-afternoon.txt,10539
732,1311,"June 29, 1937","June 29, 1937",ok,1,1301,pdf_cache/item_732_june-29-1937.pdf,extracted_text_all/item_732_june-29-1937.txt,10557
733,1312,"June 29, 1937 (afternoon)","June 29, 1937",ok,2,1710,pdf_cache/item_733_june-29-1937-afternoon.pdf,extracted_text_all/item_733_june-29-1937-afternoon.txt,10576
734,1313,"June 30, 1937","June 30, 1937",ok,1,382,pdf_cache/item_734_june-30-1937.pdf,extracted_text_all/item_734_june-30-1937.txt,10580
735,1314,"June 30, 1937","June 30, 1937",ok,5,6780,pdf_cache/item_735_june-30-1937.pdf,extracted_text_all/item_735_june-30-1937.txt,10681
736,1315,"July 1, 1937","July 1, 1937",ok,2,1966,pdf_cache/item_736_july-1-1937.pdf,extracted_text_all/item_736_july-1-1937.txt,10714
737,1316,"July 2, 1937","July 2, 1937",ok,4,4516,pdf_cache/item_737_july-2-1937.pdf,extracted_text_all/item_737_july-2-1937.txt,10772
738,1317,"July 3, 1937","July 3, 1937",ok,6,6909,pdf_cache/item_738_july-3-1937.pdf,extracted_text_all/item_738_july-3-1937.txt,10861
739,1318,"July 7, 1937","July 7, 1937",ok,6,7648,pdf_cache/item_739_july-7-1937.pdf,extracted_text_all/item_739_july-7-1937.txt,10955
740,1319,"July 8, 1937","July 8, 1937",ok,9,11465,pdf_cache/item_740_july-8-1937.pdf,extracted_text_all/item_740_july-8-1937.txt,11113
741,1320,"July 12, 1937","July 12, 1937",ok,2,1313,pdf_cache/item_741_july-12-1937.pdf,extracted_text_all/item_741_july-12-1937.txt,11126
742,1321,"July 13, 1937","July 13, 1937",ok,1,1204,pdf_cache/item_742_july-13-1937.pdf,extracted_text_all/item_742_july-13-1937.txt,11142
743,1322,"July 14, 1937","July 14, 1937",ok,3,3604,pdf_cache/item_743_july-14-1937.pdf,extracted_text_all/item_743_july-14-1937.txt,11184
744,1323,"July 15, 1937","July 15, 1937",ok,1,1333,pdf_cache/item_744_july-15-1937.pdf,extracted_text_all/item_744_july-15-1937.txt,11207
745,1325,"July 17, 1937","July 17, 1937",ok,1,770,pdf_cache/item_745_july-17-1937.pdf,extracted_text_all/item_745_july-17-1937.txt,11218
746,1324,"July 18, 1937","July 18, 1937",ok,41,51349,pdf_cache/item_746_july-18-1937.pdf,extracted_text_all/item_746_july-18-1937.txt,11827
747,1326,"July 19, 1937: Mr. Chekhov's speech after the last performance","July 19, 1937",ok,1,1266,pdf_cache/item_747_july-19-1937-mr-chekhov-s-speech-after-the-last-performance.pdf,extracted_text_all/item_747_july-19-1937-mr-chekhov-s-speech-after-the-last-performance.txt,11840
748,1327,"September 27, 1937","September 27, 1937",ok,15,21308,pdf_cache/item_748_september-27-1937.pdf,extracted_text_all/item_748_september-27-1937.txt,12066
749,1328,"September 27, 1937 (afternoon)","September 27, 1937",ok,6,8241,pdf_cache/item_749_september-27-1937-afternoon.pdf,extracted_text_all/item_749_september-27-1937-afternoon.txt,12176
750,1329,"September 28, 1937","September 28, 1937",ok,10,13459,pdf_cache/item_750_september-28-1937.pdf,extracted_text_all/item_750_september-28-1937.txt,12354
751,1330,"September 29, 1937","September 29, 1937",ok,19,26182,pdf_cache/item_751_september-29-1937.pdf,extracted_text_all/item_751_september-29-1937.txt,12696
752,1331,"September 30, 1937","September 30, 1937",ok,25,33571,pdf_cache/item_752_september-30-1937.pdf,extracted_text_all/item_752_september-30-1937.txt,13097
753,1332,"October 1, 1937","October 1, 1937",ok,10,12945,pdf_cache/item_753_october-1-1937.pdf,extracted_text_all/item_753_october-1-1937.txt,13258
754,1333,"October 2, 1937","October 2, 1937",ok,7,9194,pdf_cache/item_754_october-2-1937.pdf,extracted_text_all/item_754_october-2-1937.txt,13354
755,1334,"October 4, 1937","October 4, 1937",ok,15,20063,pdf_cache/item_755_october-4-1937.pdf,extracted_text_all/item_755_october-4-1937.txt,13572
756,1335,"October 6, 1937","October 6, 1937",ok,8,10475,pdf_cache/item_756_october-6-1937.pdf,extracted_text_all/item_756_october-6-1937.txt,13717
757,1336,"October 7, 1937","October 7, 1937",ok,7,9238,pdf_cache/item_757_october-7-1937.pdf,extracted_text_all/item_757_october-7-1937.txt,13815
758,8502,"October 8, 1937","October 8, 1937",ok,11,15577,pdf_cache/item_758_october-8-1937.pdf,extracted_text_all/item_758_october-8-1937.txt,13989
759,1338,"October 9, 1937","October 9, 1937",ok,11,14931,pdf_cache/item_759_october-9-1937.pdf,extracted_text_all/item_759_october-9-1937.txt,14182
760,1339,"October 11, 1937","October 11, 1937",ok,6,8133,pdf_cache/item_760_october-11-1937.pdf,extracted_text_all/item_760_october-11-1937.txt,14280
761,1340,"October 12, 1937","October 12, 1937",ok,5,5544,pdf_cache/item_761_october-12-1937.pdf,extracted_text_all/item_761_october-12-1937.txt,14345
762,1341,"October 14, 1937","October 14, 1937",ok,9,12382,pdf_cache/item_762_october-14-1937.pdf,extracted_text_all/item_762_october-14-1937.txt,14465
763,1342,"October 15, 1937","October 15, 1937",ok,8,9926,pdf_cache/item_763_october-15-1937.pdf,extracted_text_all/item_763_october-15-1937.txt,14593
764,1343,"October 16, 1937","October 16, 1937",ok,9,11105,pdf_cache/item_764_october-16-1937.pdf,extracted_text_all/item_764_october-16-1937.txt,14722
765,1344,"October 18, 1937","October 18, 1937",ok,3,3359,pdf_cache/item_765_october-18-1937.pdf,extracted_text_all/item_765_october-18-1937.txt,14765
766,1345,"October 19, 1937","October 19, 1937",ok,10,13063,pdf_cache/item_766_october-19-1937.pdf,extracted_text_all/item_766_october-19-1937.txt,14926
767,1346,"October 20, 1937","October 20, 1937",ok,3,3696,pdf_cache/item_767_october-20-1937.pdf,extracted_text_all/item_767_october-20-1937.txt,14984
768,1347,"October 21, 1937","October 21, 1937",ok,3,3615,pdf_cache/item_768_october-21-1937.pdf,extracted_text_all/item_768_october-21-1937.txt,15032
769,1348,"October 22, 1937","October 22, 1937",ok,3,3465,pdf_cache/item_769_october-22-1937.pdf,extracted_text_all/item_769_october-22-1937.txt,15079
770,8503,"October 25, 1937","October 25, 1937",ok,5,6261,pdf_cache/item_770_october-25-1937.pdf,extracted_text_all/item_770_october-25-1937.txt,15157
771,1350,"October 27, 1937","October 27, 1937",ok,3,4244,pdf_cache/item_771_october-27-1937.pdf,extracted_text_all/item_771_october-27-1937.txt,15217
772,1351,"October 28, 1937","October 28, 1937",ok,7,9943,pdf_cache/item_772_october-28-1937.pdf,extracted_text_all/item_772_october-28-1937.txt,15349
773,1352,"October 29, 1937","October 29, 1937",ok,9,12049,pdf_cache/item_773_october-29-1937.pdf,extracted_text_all/item_773_october-29-1937.txt,15499
774,1353,"October 30, 1937","October 30, 1937",ok,6,7497,pdf_cache/item_774_october-30-1937.pdf,extracted_text_all/item_774_october-30-1937.txt,15581
775,1354,"November 1, 1937","November 1, 1937",ok,3,4065,pdf_cache/item_775_november-1-1937.pdf,extracted_text_all/item_775_november-1-1937.txt,15640
776,1355,"November 2, 1937","November 2, 1937",ok,3,3513,pdf_cache/item_776_november-2-1937.pdf,extracted_text_all/item_776_november-2-1937.txt,15688
777,1356,"November 5, 1937","November 5, 1937",ok,3,3967,pdf_cache/item_777_november-5-1937.pdf,extracted_text_all/item_777_november-5-1937.txt,15745
778,1357,"November 6, 1937","November 6, 1937",ok,7,9053,pdf_cache/item_778_november-6-1937.pdf,extracted_text_all/item_778_november-6-1937.txt,15858
779,1358,"November 11, 1937","November 11, 1937",ok,1,1357,pdf_cache/item_779_november-11-1937.pdf,extracted_text_all/item_779_november-11-1937.txt,15880
780,1359,"November 12, 1937","November 12, 1937",ok,5,4370,pdf_cache/item_780_november-12-1937.pdf,extracted_text_all/item_780_november-12-1937.txt,15935
781,1360,"November 12, 1937 (afternoon)","November 12, 1937",ok,4,4367,pdf_cache/item_781_november-12-1937-afternoon.pdf,extracted_text_all/item_781_november-12-1937-afternoon.txt,15986
782,1361,"November 15, 1937","November 15, 1937",ok,6,7502,pdf_cache/item_782_november-15-1937.pdf,extracted_text_all/item_782_november-15-1937.txt,16077
783,1362,"November 17, 1937","November 17, 1937",ok,3,3099,pdf_cache/item_783_november-17-1937.pdf,extracted_text_all/item_783_november-17-1937.txt,16119
784,1363,"November 18, 1937","November 18, 1937",ok,7,8857,pdf_cache/item_784_november-18-1937.pdf,extracted_text_all/item_784_november-18-1937.txt,16235
785,1364,"November 19, 1937","November 19, 1937",ok,6,6315,pdf_cache/item_785_november-19-1937.pdf,extracted_text_all/item_785_november-19-1937.txt,16311
786,1365,"November 24, 1937","November 24, 1937",ok,14,19310,pdf_cache/item_786_november-24-1937.pdf,extracted_text_all/item_786_november-24-1937.txt,16547
787,1366,"November 26, 1937","November 26, 1937",ok,11,14402,pdf_cache/item_787_november-26-1937.pdf,extracted_text_all/item_787_november-26-1937.txt,16707
788,1367,"November 27, 1937","November 27, 1937",ok,3,3239,pdf_cache/item_788_november-27-1937.pdf,extracted_text_all/item_788_november-27-1937.txt,16755
789,1368,"November 29, 1937","November 29, 1937",ok,8,10099,pdf_cache/item_789_november-29-1937.pdf,extracted_text_all/item_789_november-29-1937.txt,16885
790,1369,"November 29, 1937 (afternoon)","November 29, 1937",ok,3,3761,pdf_cache/item_790_november-29-1937-afternoon.pdf,extracted_text_all/item_790_november-29-1937-afternoon.txt,16937
791,1370,"December 3, 1937","December 3, 1937",ok,2,1696,pdf_cache/item_791_december-3-1937.pdf,extracted_text_all/item_791_december-3-1937.txt,16956
792,1371,"December 4, 1937","December 4, 1937",ok,3,3612,pdf_cache/item_792_december-4-1937.pdf,extracted_text_all/item_792_december-4-1937.txt,16997
793,1372,"December 6, 1937","December 6, 1937",ok,3,3737,pdf_cache/item_793_december-6-1937.pdf,extracted_text_all/item_793_december-6-1937.txt,17054
794,1373,"December 6, 1937 (afternoon)","December 6, 1937",ok,4,4482,pdf_cache/item_794_december-6-1937-afternoon.pdf,extracted_text_all/item_794_december-6-1937-afternoon.txt,17109
795,1374,"December 8, 1937","December 8, 1937",ok,2,2305,pdf_cache/item_795_december-8-1937.pdf,extracted_text_all/item_795_december-8-1937.txt,17146
796,1375,"December 9, 1937","December 9, 1937",ok,4,5264,pdf_cache/item_796_december-9-1937.pdf,extracted_text_all/item_796_december-9-1937.txt,17208
797,1376,"December 11, 1937","December 11, 1937",ok,10,13676,pdf_cache/item_797_december-11-1937.pdf,extracted_text_all/item_797_december-11-1937.txt,17367
798,1377,"December 13, 1937","December 13, 1937",ok,11,14699,pdf_cache/item_798_december-13-1937.pdf,extracted_text_all/item_798_december-13-1937.txt,17562
799,1378,"December 14, 1937","December 14, 1937",ok,13,19265,pdf_cache/item_799_december-14-1937.pdf,extracted_text_all/item_799_december-14-1937.txt,17814
800,1379,"December 16, 1937","December 16, 1937",ok,9,12434,pdf_cache/item_800_december-16-1937.pdf,extracted_text_all/item_800_december-16-1937.txt,17965
801,1380,"December 16, 1937 (afternoon)","December 16, 1937",ok,9,12837,pdf_cache/item_801_december-16-1937-afternoon.pdf,extracted_text_all/item_801_december-16-1937-afternoon.txt,18123
802,1381,"January 16, 1938","January 16, 1938",ok,18,26231,pdf_cache/item_802_january-16-1938.pdf,extracted_text_all/item_802_january-16-1938.txt,18398
803,1382,"January 16, 1938 (afternoon)","January 16, 1938",ok,13,18990,pdf_cache/item_803_january-16-1938-afternoon.pdf,extracted_text_all/item_803_january-16-1938-afternoon.txt,18650
804,1383,"January 18, 1938","January 18, 1938",ok,10,13676,pdf_cache/item_804_january-18-1938.pdf,extracted_text_all/item_804_january-18-1938.txt,18795
805,1384,"January 20, 1938","January 20, 1938",ok,5,5876,pdf_cache/item_805_january-20-1938.pdf,extracted_text_all/item_805_january-20-1938.txt,18864
806,1396,"January 21, 1938","January 21, 1938",ok,9,11436,pdf_cache/item_806_january-21-1938.pdf,extracted_text_all/item_806_january-21-1938.txt,19009
807,1397,"January 24, 1938","January 24, 1938",ok,8,9493,pdf_cache/item_807_january-24-1938.pdf,extracted_text_all/item_807_january-24-1938.txt,19118
808,1398,"January 24, 1938 (afternoon)","January 24, 1938",ok,6,7984,pdf_cache/item_808_january-24-1938-afternoon.pdf,extracted_text_all/item_808_january-24-1938-afternoon.txt,19210
809,1399,"January 25, 1938","January 25, 1938",ok,3,3212,pdf_cache/item_809_january-25-1938.pdf,extracted_text_all/item_809_january-25-1938.txt,19250
810,1400,"January 25, 1938 (afternoon)","January 25, 1938",ok,5,6408,pdf_cache/item_810_january-25-1938-afternoon.pdf,extracted_text_all/item_810_january-25-1938-afternoon.txt,19345
811,8504,"January 27, 1938","January 27, 1938",ok,13,17126,pdf_cache/item_811_january-27-1938.pdf,extracted_text_all/item_811_january-27-1938.txt,19531
812,1403,"January 27, 1938 (afternoon)","January 27, 1938",ok,6,7840,pdf_cache/item_812_january-27-1938-afternoon.pdf,extracted_text_all/item_812_january-27-1938-afternoon.txt,19618
813,1404,"January 28, 1938 (afternoon)","January 28, 1938",ok,10,13030,pdf_cache/item_813_january-28-1938-afternoon.pdf,extracted_text_all/item_813_january-28-1938-afternoon.txt,19789
814,1405,"January 31, 1938 (afternoon)","January 31, 1938",ok,19,25301,pdf_cache/item_814_january-31-1938-afternoon.pdf,extracted_text_all/item_814_january-31-1938-afternoon.txt,20083
815,1406,"February 1, 1938 (afternoon)","February 1, 1938",ok,7,8987,pdf_cache/item_815_february-1-1938-afternoon.pdf,extracted_text_all/item_815_february-1-1938-afternoon.txt,20187
816,1407,"February 2, 1938","February 2, 1938",ok,7,8835,pdf_cache/item_816_february-2-1938.pdf,extracted_text_all/item_816_february-2-1938.txt,20276
817,1408,"February 3, 1938","February 3, 1938",ok,7,8711,pdf_cache/item_817_february-3-1938.pdf,extracted_text_all/item_817_february-3-1938.txt,20406
818,1409,"February 3, 1938 (afternoon)","February 3, 1938",ok,15,19129,pdf_cache/item_818_february-3-1938-afternoon.pdf,extracted_text_all/item_818_february-3-1938-afternoon.txt,20613
819,1426,"February 4, 1938","February 4, 1938",ok,12,16849,pdf_cache/item_819_february-4-1938.pdf,extracted_text_all/item_819_february-4-1938.txt,20780
820,1427,"February 7, 1938","February 7, 1938",ok,15,19988,pdf_cache/item_820_february-7-1938.pdf,extracted_text_all/item_820_february-7-1938.txt,21026
821,1428,"February 7, 1938 (afternoon)","February 7, 1938",ok,4,4259,pdf_cache/item_821_february-7-1938-afternoon.pdf,extracted_text_all/item_821_february-7-1938-afternoon.txt,21078
822,1429,"February 8, 1938","February 8, 1938",ok,6,6654,pdf_cache/item_822_february-8-1938.pdf,extracted_text_all/item_822_february-8-1938.txt,21180
823,1430,"February 8, 1938 (afternoon)","February 8, 1938",ok,6,6982,pdf_cache/item_823_february-8-1938-afternoon.pdf,extracted_text_all/item_823_february-8-1938-afternoon.txt,21271
824,1431,"February 10, 1938","February 10, 1938",ok,9,12454,pdf_cache/item_824_february-10-1938.pdf,extracted_text_all/item_824_february-10-1938.txt,21400
825,1432,"February 11, 1938","February 11, 1938",ok,13,16204,pdf_cache/item_825_february-11-1938.pdf,extracted_text_all/item_825_february-11-1938.txt,21589
826,1433,"February 11, 1938 (afternoon)","February 11, 1938",ok,6,6889,pdf_cache/item_826_february-11-1938-afternoon.pdf,extracted_text_all/item_826_february-11-1938-afternoon.txt,21664
827,1434,"February 14, 1938","February 14, 1938",ok,22,28181,pdf_cache/item_827_february-14-1938.pdf,extracted_text_all/item_827_february-14-1938.txt,21991
828,1435,"February 15, 1938","February 15, 1938",ok,6,8197,pdf_cache/item_828_february-15-1938.pdf,extracted_text_all/item_828_february-15-1938.txt,22088
829,1436,"February 15, 1938 (afternoon)","February 15, 1938",ok,8,9450,pdf_cache/item_829_february-15-1938-afternoon.pdf,extracted_text_all/item_829_february-15-1938-afternoon.txt,22193
830,1437,"February 17, 1938","February 17, 1938",ok,5,6355,pdf_cache/item_830_february-17-1938.pdf,extracted_text_all/item_830_february-17-1938.txt,22273
831,1438,"February 18, 1938","February 18, 1938",ok,19,25451,pdf_cache/item_831_february-18-1938.pdf,extracted_text_all/item_831_february-18-1938.txt,22596
832,1439,"February 21, 1938","February 21, 1938",ok,10,11865,pdf_cache/item_832_february-21-1938.pdf,extracted_text_all/item_832_february-21-1938.txt,22722
833,1440,"February 21, 1938 (afternoon)","February 21, 1938",ok,4,4714,pdf_cache/item_833_february-21-1938-afternoon.pdf,extracted_text_all/item_833_february-21-1938-afternoon.txt,22764
834,1441,"February 22, 1938 (morning)","February 22, 1938",ok,8,11960,pdf_cache/item_834_february-22-1938-morning.pdf,extracted_text_all/item_834_february-22-1938-morning.txt,22907
835,1442,"February 22, 1938","February 22, 1938",ok,7,8631,pdf_cache/item_835_february-22-1938.pdf,extracted_text_all/item_835_february-22-1938.txt,23003
836,1443,"February 24, 1938","February 24, 1938",ok,5,6134,pdf_cache/item_836_february-24-1938.pdf,extracted_text_all/item_836_february-24-1938.txt,23075
837,1444,"February 25, 1938","February 25, 1938",ok,9,11206,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,23213
838,1445,"February 25, 1938 (afternoon)","February 25, 1938",ok,9,10600,pdf_cache/item_838_february-25-1938-afternoon.pdf,extracted_text_all/item_838_february-25-1938-afternoon.txt,23338
839,1446,"February 28, 1938","February 28, 1938",ok,2,2593,pdf_cache/item_839_february-28-1938.pdf,extracted_text_all/item_839_february-28-1938.txt,23373
840,1447,"February 28, 1938 (afternoon)","February 28, 1938",ok,8,10294,pdf_cache/item_840_february-28-1938-afternoon.pdf,extracted_text_all/item_840_february-28-1938-afternoon.txt,23485
841,1448,"March 1, 1938","March 1, 1938",ok,8,9915,pdf_cache/item_841_march-1-1938.pdf,extracted_text_all/item_841_march-1-1938.txt,23608
842,1449,"March 2, 1938","March 2, 1938",ok,5,5379,pdf_cache/item_842_march-2-1938.pdf,extracted_text_all/item_842_march-2-1938.txt,23680
843,1450,"March 3, 1938","March 3, 1938",ok,4,5254,pdf_cache/item_843_march-3-1938.pdf,extracted_text_all/item_843_march-3-1938.txt,23734
844,1451,"March 4, 1938","March 4, 1938",ok,8,9363,pdf_cache/item_844_march-4-1938.pdf,extracted_text_all/item_844_march-4-1938.txt,23850
845,1452,"March 4, 1938 (afternoon)","March 4, 1938",ok,8,11063,pdf_cache/item_845_march-4-1938-afternoon.pdf,extracted_text_all/item_845_march-4-1938-afternoon.txt,23962
846,1453,"March 7, 1938","March 7, 1938",ok,5,5851,pdf_cache/item_846_march-7-1938.pdf,extracted_text_all/item_846_march-7-1938.txt,24040
847,1454,"March 8, 1938","March 8, 1938",ok,8,10757,pdf_cache/item_847_march-8-1938.pdf,extracted_text_all/item_847_march-8-1938.txt,24176
848,1455,"March 8, 1938 (afternoon)","March 8, 1938",ok,12,15920,pdf_cache/item_848_march-8-1938-afternoon.pdf,extracted_text_all/item_848_march-8-1938-afternoon.txt,24350
849,1456,"March 10, 1938","March 10, 1938",ok,9,11223,pdf_cache/item_849_march-10-1938.pdf,extracted_text_all/item_849_march-10-1938.txt,24496
850,1457,"March 11, 1938","March 11, 1938",ok,6,7229,pdf_cache/item_850_march-11-1938.pdf,extracted_text_all/item_850_march-11-1938.txt,24586
851,1458,"March 11, 1938 (afternoon)","March 11, 1938",ok,4,5183,pdf_cache/item_851_march-11-1938-afternoon.pdf,extracted_text_all/item_851_march-11-1938-afternoon.txt,24652
852,1459,"March 11, 1938 (afternoon)","March 11, 1938",ok,4,4462,pdf_cache/item_852_march-11-1938-afternoon.pdf,extracted_text_all/item_852_march-11-1938-afternoon.txt,24716
853,1460,"March 14, 1938","March 14, 1938",ok,6,6710,pdf_cache/item_853_march-14-1938.pdf,extracted_text_all/item_853_march-14-1938.txt,24803
854,1461,"March 14, 1938 (afternoon)","March 14, 1938",ok,5,5987,pdf_cache/item_854_march-14-1938-afternoon.pdf,extracted_text_all/item_854_march-14-1938-afternoon.txt,24893
855,1462,"March 15, 1938","March 15, 1938",ok,6,7009,pdf_cache/item_855_march-15-1938.pdf,extracted_text_all/item_855_march-15-1938.txt,24991
856,1463,"March 15, 1938 (afternoon)","March 15, 1938",ok,7,8272,pdf_cache/item_856_march-15-1938-afternoon.pdf,extracted_text_all/item_856_march-15-1938-afternoon.txt,25106
